,article_id,link
0,0,https://cointelegraph.com/news/binance-exchange-halts-trading-withdrawals-over-server-issue-assures-no-hack
1,0,https://twitter.com/binance_2017/status/961635473591435265
2,0,https://cointelegraph.com/news/530-million-in-xem-stolen-from-coincheck-can-be-traced-nem-team-confirms
3,0,https://cointelegraph.com/news/bitgrail-exchange-asks-devs-of-stolen-coin-to-alter-ledger-to-cover-losses
4,0,https://cointelegraph.com/news/japan-coincheck-exchange-freezes-all-withdrawals-as-up-to-723-mln-leaves-its-wallet
5,0,https://www.linkedin.com/pulse/binance-incident-recap-changpeng-zhao/
